DATE_DAY,ACTUAL_PURCHASES,EXPECTED_PURCHASES,EXPECTED_CI_LOW,EXPECTED_CI_HIGH,IS_HOLDOUT,WITHIN_90_PERCENT_CI
2020-11-21,87.0,66.1568,37.59598,92.76229,False,True
2020-11-22,155.0,162.1386,131.1749,191.73254,False,True
2020-11-23,165.0,144.39873,119.760956,167.84036,False,True
2020-11-24,113.0,113.41091,91.39972,135.76614,False,True
2020-11-25,95.0,95.94824,73.807816,118.37383,False,True
2020-11-26,110.0,510.34753,470.20462,550.8493,False,False
2020-11-27,337.0,583.385,543.2842,625.03076,False,False
2020-11-28,433.0,613.39026,572.1177,653.5206,False,False
2020-11-29,323.0,636.0424,597.2707,677.4758,True,False
2020-11-30,347.0,620.287,582.0543,661.14777,False,False
2020-12-01,285.0,188.4907,163.83156,213.89044,False,False
2020-12-02,194.0,178.03944,154.02586,202.3783,False,True
2020-12-03,155.0,152.49353,130.61876,175.51915,False,True
2020-12-04,238.0,183.08804,160.98657,206.1373,False,False
2020-12-05,140.0,160.76953,138.0555,183.93156,False,True
2020-12-06,257.0,216.81342,195.01506,240.34108,False,False
2020-12-07,222.0,231.12709,199.24481,270.14594,False,True
2020-12-08,242.0,226.36792,189.17793,265.9683,False,True
2020-12-09,183.0,206.08464,167.9326,244.85571,False,True
2020-12-10,158.0,177.63759,138.6439,217.07764,False,True
2020-12-11,138.0,191.03227,146.25618,232.00247,False,False
2020-12-12,146.0,201.69102,148.90054,245.98102,False,False
2020-12-13,225.0,257.90347,205.18532,305.6344,False,True
2020-12-14,239.0,235.90775,184.54057,285.71017,False,True
2020-12-15,158.0,190.05902,135.91048,240.65569,True,True
2020-12-16,144.0,169.91022,117.89699,220.66402,False,True
2020-12-17,128.0,140.32246,93.837425,186.18631,False,True
2020-12-18,118.0,155.47116,120.40918,192.13898,True,False
2020-12-19,111.0,122.552826,101.87563,141.93686,False,True
2020-12-20,91.0,138.96284,117.966774,160.65181,False,False
2020-12-21,82.0,110.7916,91.00167,132.02042,False,False
2020-12-22,73.0,81.223366,61.424286,101.2123,False,True
2020-12-23,45.0,65.69834,45.37132,85.44778,False,False
2020-12-24,48.0,45.463425,24.89366,65.84853,False,True
2020-12-25,59.0,64.7699,43.177284,86.60939,False,True
2020-12-26,70.0,84.74113,64.772255,104.113174,True,True
2020-12-27,81.0,128.01064,109.10819,147.53206,False,False
2020-12-28,75.0,116.74946,97.89958,134.9491,False,False
2020-12-29,77.0,96.65235,78.73125,113.99187,False,False
2020-12-30,76.0,88.30126,70.16236,105.621445,False,True
2020-12-31,57.0,64.95212,47.028545,82.9565,True,True
2021-01-01,273.0,160.78413,133.85417,186.62965,False,False
2021-01-02,167.0,164.05653,141.6378,186.15393,True,True
2021-01-03,158.0,204.02885,181.47441,227.73976,False,False
2021-01-04,113.0,178.09944,156.22865,198.69824,False,False
2021-01-05,101.0,144.78322,124.43566,165.05783,False,False
2021-01-06,103.0,151.66335,131.26013,172.38264,False,False
2021-01-07,88.0,128.9478,109.72071,149.51917,True,False
2021-01-08,86.0,161.9088,141.07004,182.54968,False,False
2021-01-09,124.0,177.64981,155.93375,200.33847,False,False
2021-01-10,126.0,213.53992,191.63199,236.42345,False,False
2021-01-11,94.0,183.32416,162.07814,203.82736,False,False
2021-01-12,108.0,142.06029,120.72128,163.90285,True,False
2021-01-13,116.0,142.642,124.71021,160.9795,False,False
2021-01-14,79.0,129.28413,111.45879,147.5369,False,False
2021-01-15,110.0,150.52296,132.10403,169.74669,False,False
2021-01-16,93.0,153.41443,133.91832,173.93213,False,False
2021-01-17,120.0,189.31499,170.97368,209.29443,False,False
2021-01-18,127.0,178.2525,159.22908,197.62277,False,False
2021-01-19,116.0,160.88553,142.21288,179.92259,False,False
2021-01-20,112.0,156.67207,136.74416,177.22252,False,False
2021-01-21,131.0,145.66875,126.33798,165.52057,False,True
2021-01-22,106.0,169.03699,149.61009,189.11714,False,False
2021-01-23,120.0,170.32106,150.26578,190.40866,False,False
2021-01-24,137.0,199.5374,179.78386,220.12553,False,False
2021-01-25,122.0,181.47919,162.08316,201.24011,False,False
2021-01-26,115.0,147.6977,121.22058,170.90681,False,False
2021-01-27,170.0,136.18095,109.736176,159.51784,True,False
2021-01-28,133.0,116.937996,92.08877,139.88287,True,True
2021-01-29,110.0,137.50218,114.54178,159.80006,False,False
2021-01-30,151.0,136.82114,113.69659,158.01782,False,True
2021-01-31,170.0,173.64003,151.27109,195.8834,False,True
2021-02-01,153.0,157.38457,135.75845,177.68456,True,True
2021-02-02,145.0,135.36736,115.263794,156.13298,False,True
2021-02-03,121.0,125.28798,103.07527,147.77988,False,True
2021-02-04,127.0,106.58605,84.98635,127.989395,False,True
2021-02-05,114.0,130.40839,109.00049,151.76855,False,True
2021-02-06,123.0,121.52934,98.97998,143.26248,False,True
2021-02-07,129.0,159.74504,137.98427,181.4212,False,False
2021-02-08,119.0,157.00035,134.4962,177.93518,False,False
2021-02-09,118.0,133.55205,113.40319,154.11572,False,True
2021-02-10,127.0,116.21189,95.335304,137.28882,False,True
2021-02-11,126.0,103.43547,83.21503,124.04428,False,False
2021-02-12,126.0,123.85251,103.120964,144.32234,True,True
2021-02-13,162.0,122.06735,100.907,142.52036,False,False
2021-02-14,195.0,165.5529,144.03941,186.98741,False,False
2021-02-15,204.0,156.66652,134.47595,178.18947,False,False
2021-02-16,127.0,140.61183,120.343735,161.67082,False,True
2021-02-17,135.0,131.30098,110.310005,152.83879,True,True
2021-02-18,118.0,119.34434,98.221245,140.63213,False,True
2021-02-19,107.0,147.91618,126.85791,169.65599,True,False
2021-02-20,152.0,152.05923,130.38167,174.39359,True,True
2021-02-21,145.0,187.32898,164.65677,210.12978,False,False
2021-02-22,121.0,171.37674,148.47902,193.79005,False,False
2021-02-23,162.0,148.66904,127.36147,170.53424,False,True
2021-02-24,145.0,138.7164,116.88477,160.74437,False,True
2021-02-25,187.0,125.0519,103.134544,146.6729,False,False
2021-02-26,151.0,139.06506,117.00578,160.61876,True,True
2021-02-27,174.0,137.95474,116.72419,158.91103,True,False
2021-02-28,211.0,178.37808,156.28157,200.70178,False,False
2021-03-01,209.0,164.39018,141.93373,186.66446,False,False
2021-03-02,171.0,148.99617,127.60398,171.3171,False,True
2021-03-03,183.0,135.74254,114.01026,157.4361,False,False
2021-03-04,181.0,125.19356,102.63189,147.88495,False,False
2021-03-05,138.0,149.39899,127.94504,171.84888,True,True
2021-03-06,175.0,149.58699,127.50821,171.70612,False,False
2021-03-07,177.0,161.81657,138.00963,184.83089,True,True
2021-03-08,148.0,130.51201,107.814445,153.53575,True,True
2021-03-09,165.0,91.349464,68.30717,114.704796,False,False
2021-03-10,131.0,80.705925,58.601986,103.806305,False,False
2021-03-11,99.0,81.429245,61.30573,101.80634,False,True
2021-03-12,127.0,105.79786,86.71333,124.96359,False,False
2021-03-13,156.0,122.84569,103.41218,142.7775,False,False
2021-03-14,158.0,152.64008,134.69504,170.23804,False,True
2021-03-15,171.0,141.73064,124.17017,159.05272,False,False
2021-03-16,147.0,116.25674,100.11262,133.57944,False,False
2021-03-17,137.0,103.73602,86.19268,121.63909,False,False
2021-03-18,141.0,107.00791,89.8128,124.944916,False,False
2021-03-19,126.0,133.34766,115.891624,151.07321,False,True
2021-03-20,96.0,125.33081,107.39755,143.61722,True,False
2021-03-21,187.0,167.50429,150.29214,185.73306,False,False
2021-03-22,139.0,139.57706,122.28695,157.19061,False,True
2021-03-23,138.0,126.10766,109.79481,143.85863,False,True
2021-03-24,100.0,109.21561,92.13901,127.12047,False,True
2021-03-25,135.0,93.896255,77.590614,110.95544,False,False
2021-03-26,163.0,124.53639,107.73197,141.63312,False,False
2021-03-27,175.0,127.616295,108.72951,145.97934,True,False
2021-03-28,181.0,154.25919,137.20796,171.59679,False,False
2021-03-29,176.0,121.19412,103.52275,139.43082,False,False
2021-03-30,137.0,90.80388,73.30104,108.54208,False,False
2021-03-31,121.0,84.44827,67.24528,101.979546,True,False
2021-04-01,129.0,76.29042,60.176144,93.5607,False,False
2021-04-02,110.0,104.2044,87.42687,121.45318,False,True
2021-04-03,112.0,100.77559,82.84319,118.63609,True,True
2021-04-04,136.0,138.19194,120.71404,155.90288,False,True
2021-04-05,140.0,125.38768,108.6944,143.16374,False,True
2021-04-06,155.0,120.98996,103.14018,139.49153,False,False
2021-04-07,113.0,100.40303,83.65681,117.443474,False,True
2021-04-08,110.0,83.79794,66.66036,100.83483,False,False
2021-04-09,122.0,116.9913,99.8953,134.39279,False,True
2021-04-10,119.0,112.45618,94.908424,130.114,False,True
2021-04-11,168.0,160.0433,142.74492,177.42458,False,True
2021-04-12,133.0,174.66258,152.51326,196.17924,True,False
2021-04-13,160.0,221.23355,188.68817,257.02673,True,False
2021-04-14,158.0,171.40073,146.81818,196.90553,False,True
2021-04-15,119.0,124.1736,96.411194,149.65096,False,True
2021-04-16,123.0,143.0792,122.548706,165.86362,False,True
2021-04-17,138.0,145.90874,125.82713,166.44164,False,True
2021-04-18,158.0,186.81192,168.13942,205.09067,True,False
2021-04-19,133.0,164.95113,147.19696,183.60448,False,False
2021-04-20,143.0,130.33505,112.333664,148.51306,False,True
2021-04-21,127.0,114.335175,97.35591,131.81789,False,True
2021-04-22,135.0,96.79767,80.31692,114.08938,False,False
2021-04-23,114.0,118.53486,101.71598,135.39926,False,True
2021-04-24,114.0,116.98711,99.25386,134.67021,False,True
2021-04-25,136.0,148.26187,131.06467,165.59535,False,True
2021-04-26,111.0,122.042015,105.25811,139.62024,True,True
2021-04-27,125.0,94.85397,77.49664,111.32279,False,False
2021-04-28,85.0,80.623856,63.718727,97.77625,True,True
2021-04-29,99.0,64.596886,46.975677,82.942116,True,False
2021-04-30,102.0,93.188644,75.95036,110.444466,False,True
2021-05-01,110.0,91.16677,73.38416,109.11266,False,False
2021-05-02,110.0,121.8173,104.12771,139.72343,False,True
2021-05-03,92.0,100.77337,83.26547,118.162,False,True
2021-05-04,93.0,68.50712,50.819668,86.28104,False,False
2021-05-05,90.0,66.56368,48.247723,84.465546,False,False
2021-05-06,91.0,57.541004,40.0644,75.88268,True,False
2021-05-07,99.0,82.0432,64.17572,100.03172,False,True
2021-05-08,96.0,86.22229,66.57358,105.34366,False,True
2021-05-09,85.0,117.56126,98.87175,136.73108,False,False
2021-05-10,100.0,126.44598,106.63968,146.41273,False,False
2021-05-11,88.0,94.34625,76.3988,111.45594,False,True
2021-05-12,96.0,82.629196,65.268265,100.97126,False,True
2021-05-13,86.0,66.026215,47.93885,84.1357,False,False
2021-05-14,87.0,88.74689,70.2935,106.54256,False,True
2021-05-15,97.0,89.61798,70.634705,108.88685,True,True
2021-05-16,138.0,124.48724,105.99807,143.42024,True,True
2021-05-17,105.0,109.52377,91.59644,128.24377,True,True
2021-05-18,93.0,87.48261,68.39014,106.317535,False,True
2021-05-19,92.0,77.24295,59.14192,95.78942,False,True
2021-05-20,77.0,67.154884,49.24089,85.7589,False,True
2021-05-21,94.0,93.118866,74.06125,112.13761,False,True
2021-05-22,86.0,93.33771,74.15293,112.93603,False,True
2021-05-23,90.0,135.1751,116.1197,154.30714,True,False
2021-05-24,121.0,114.279106,95.11927,133.76787,False,True
2021-05-25,86.0,95.71999,76.37632,114.67195,False,True
2021-05-26,158.0,91.10204,72.915955,110.31905,False,False
2021-05-27,154.0,87.72962,69.137,107.0842,False,False
2021-05-28,150.0,115.4519,96.124214,134.6939,False,False
2021-05-29,167.0,117.77141,98.28166,137.47624,False,False
2021-05-30,142.0,158.23335,138.84517,177.3669,True,True
2021-05-31,209.0,147.36392,128.25124,166.7523,False,False
2021-06-01,144.0,115.35773,97.240585,133.59244,False,False
2021-06-02,111.0,100.497734,82.79841,118.92699,True,True
2021-06-03,118.0,89.612434,71.8203,107.99488,False,False
2021-06-04,83.0,115.28661,97.13462,133.21835,False,False
2021-06-05,101.0,121.63176,102.33016,140.85455,False,False
2021-06-06,131.0,156.27266,137.46228,174.93275,False,False
2021-06-07,101.0,144.56197,125.580185,163.38524,True,False
2021-06-08,114.0,111.6535,92.77366,130.1293,False,True
2021-06-09,99.0,92.28007,74.75827,110.6098,True,True
2021-06-10,121.0,87.71591,69.555984,106.41973,False,False
2021-06-11,110.0,103.07929,84.926,121.61738,False,True
2021-06-12,104.0,94.45643,74.6111,114.228905,False,True
2021-06-13,122.0,133.81665,113.628006,154.06943,False,True
2021-06-14,121.0,117.0444,98.20965,136.13048,False,True
2021-06-15,113.0,97.54961,78.71529,116.4786,False,True
2021-06-16,119.0,85.48411,67.682655,104.10432,True,False
2021-06-17,114.0,67.682785,48.992554,86.50487,True,False
2021-06-18,83.0,82.37863,62.5275,102.089485,False,True
2021-06-19,124.0,81.041534,61.045635,101.92292,False,False
2021-06-20,159.0,116.75234,97.52289,136.35455,False,False
2021-06-21,222.0,102.044685,83.48089,121.039856,False,False
2021-06-22,219.0,76.330795,57.773037,95.33267,False,False
2021-06-23,104.0,67.5341,49.48513,85.84255,False,False
2021-06-24,105.0,60.35587,41.409866,79.31909,False,False
2021-06-25,85.0,86.154175,67.117096,106.13388,False,True
2021-06-26,94.0,86.58183,67.117935,106.6454,False,True
2021-06-27,114.0,120.25389,101.19259,139.59119,False,True
2021-06-28,97.0,97.95501,78.898895,116.97773,False,True
2021-06-29,99.0,67.64821,47.31729,87.78646,False,False
2021-06-30,83.0,44.841545,21.085615,67.54358,True,False
2021-07-01,83.0,31.78767,9.263375,52.98366,False,False
2021-07-02,63.0,54.314396,32.096916,76.725334,False,True
2021-07-03,62.0,72.48697,50.799614,93.9883,True,True
2021-07-04,105.0,111.37294,90.82887,130.76645,False,True
2021-07-05,126.0,88.20773,68.878075,107.30667,False,False
2021-07-06,129.0,65.94082,47.200237,83.25493,False,False
2021-07-07,105.0,67.03439,48.048584,85.7082,True,False
2021-07-08,123.0,56.960354,38.390614,75.06154,False,False
2021-07-09,95.0,78.33515,60.132496,96.77742,False,True
2021-07-10,88.0,98.78964,78.53366,118.412,False,True
2021-07-11,168.0,156.87744,134.23648,178.67114,False,True
2021-07-12,129.0,119.06919,100.34083,137.88568,False,True
2021-07-13,131.0,96.4927,77.997215,114.91695,False,False
2021-07-14,98.0,82.55575,61.896725,103.55247,False,True
2021-07-15,98.0,64.723595,45.345222,83.81282,False,False
2021-07-16,86.0,95.75942,77.28699,115.384476,False,True
2021-07-17,77.0,87.73395,67.864746,108.764404,False,True
2021-07-18,102.0,135.54709,114.5907,156.36543,True,False
2021-07-19,116.0,116.64693,96.56105,137.5247,False,True
2021-07-20,114.0,107.62616,87.77291,127.14338,False,True
2021-07-21,76.0,127.5377,103.64383,152.58553,False,False
2021-07-22,129.0,111.557,90.529274,133.11751,False,True
2021-07-23,120.0,134.16728,113.43636,155.39357,False,True
2021-07-24,124.0,133.52519,111.733215,156.52808,False,True
2021-07-25,179.0,183.98616,161.16064,206.81631,False,True
2021-07-26,130.0,147.43208,126.19558,169.79663,False,True
2021-07-27,120.0,126.444984,104.524475,149.05598,False,True
2021-07-28,119.0,122.6315,101.563545,145.1307,True,True
2021-07-29,125.0,93.49611,72.710396,115.633194,False,False
2021-07-30,69.0,101.269554,79.10824,123.95722,True,False
2021-07-31,96.0,80.66616,56.18581,106.17048,False,True
2021-08-01,128.0,104.91194,80.24496,129.19704,False,True
2021-08-02,83.0,82.84298,59.77892,105.46026,False,True
2021-08-03,100.0,66.12231,44.63036,87.10766,False,False
2021-08-04,89.0,65.0565,44.353096,86.13076,False,False
2021-08-05,96.0,53.52041,32.31186,73.94989,False,False
2021-08-06,85.0,84.50314,64.30774,105.589485,False,True
2021-08-07,103.0,100.28573,78.388,122.47351,False,True
2021-08-08,143.0,141.47356,118.82825,163.84944,False,True
2021-08-09,148.0,125.70425,103.56298,147.20735,False,False
2021-08-10,128.0,76.09783,53.132305,97.93576,False,False
2021-08-11,114.0,62.55951,40.25743,85.091835,False,False
2021-08-12,100.0,50.815563,29.9065,72.049225,False,False
2021-08-13,88.0,71.68463,49.94103,93.58029,False,True
2021-08-14,99.0,76.52841,54.34573,98.55993,False,False
2021-08-15,108.0,110.0288,87.1965,131.9687,True,True
2021-08-16,85.0,87.14648,65.10301,108.909195,False,True
2021-08-17,113.0,61.1315,38.593998,82.23572,False,False
2021-08-18,81.0,52.35662,29.360676,74.60625,False,False
2021-08-19,65.0,37.334557,14.345767,59.20642,False,False
2021-08-20,73.0,59.263535,36.34201,82.1375,False,True
2021-08-21,80.0,58.99978,35.00609,82.38346,True,True
2021-08-22,95.0,87.81237,61.5826,111.78447,False,True
2021-08-23,80.0,50.469025,18.045912,81.65886,False,True
2021-08-24,66.0,6.576903,-18.621128,30.92532,False,False
2021-08-25,84.0,57.593746,33.06941,81.21345,False,False
2021-08-26,151.0,-62.982464,-107.78527,-18.85764,False,False
2021-08-27,118.0,69.467834,37.913525,100.14751,True,False
2021-08-28,141.0,30.69979,-6.378099,67.67011,False,False
2021-08-29,136.0,102.28627,71.631485,132.65178,False,False
2021-08-30,117.0,113.14777,90.122894,136.82796,False,True
2021-08-31,122.0,167.34883,146.10881,187.17183,False,False
2021-09-01,106.0,115.83536,93.62182,138.1844,False,True
2021-09-02,137.0,117.87263,97.95078,138.06297,False,True
2021-09-03,112.0,101.98609,80.997025,123.92184,False,True
2021-09-04,109.0,70.43034,46.28564,94.89666,False,False
2021-09-05,132.0,124.33288,101.54005,147.50269,True,True
2021-09-06,168.0,176.49231,155.72897,197.5218,False,True
2021-09-07,131.0,118.93423,97.62044,140.97177,False,True
2021-09-08,127.0,104.52673,81.80945,127.93232,False,True
2021-09-09,137.0,125.12183,103.5075,146.57594,False,True
2021-09-10,119.0,141.90233,120.66127,163.6942,True,False
2021-09-11,130.0,133.69635,111.91585,156.33842,False,True
2021-09-12,170.0,211.80215,191.44588,232.14659,False,False
2021-09-13,141.0,143.04498,122.92996,164.30882,False,True
2021-09-14,146.0,158.60052,139.21661,177.77724,False,True
2021-09-15,127.0,107.390594,86.81216,128.66298,False,True
2021-09-16,132.0,125.23435,105.41677,145.58232,False,True
2021-09-17,107.0,117.18415,97.07136,137.01329,False,True
2021-09-18,107.0,92.61752,70.802536,115.121864,False,True
2021-09-19,170.0,190.31682,170.33266,209.63004,False,False
2021-09-20,126.0,135.79568,115.47619,156.66081,False,True
2021-09-21,145.0,160.71953,140.32423,180.77998,False,True
